seed,episode_idx,env_seed,regime,sampler,K,candidate_idx,utility,max_coverage,final_coverage,success,steps,runtime_seconds
1,0,31100,pusht_aligned,ddim_eps,1,0,0.178128245184156,0.18991456256696848,0.0,False,8,0.061526499999672524
1,0,31100,pusht_aligned,ddim_eps,1,1,0.28684048750615004,0.29838169356083755,0.009129866482768239,False,8,0.0513941999997769
1,0,31100,pusht_aligned,ddim_eps,1,2,0.22920967634340098,0.24044639411683846,0.11456340664013066,False,8,0.05622699999912584
1,0,31100,pusht_aligned,ddim_eps,1,3,0.12993456927805683,0.15745123529368182,0.0,False,8,0.053017100000943174
1,0,31100,pusht_aligned,ddim_eps,1,4,0.4398143629124691,0.4467586895726254,0.2920792480125827,False,8,0.06733470000108355
1,0,31100,pusht_aligned,ddim_eps,1,5,0.2996978892504775,0.3179713697192275,0.3179713697192275,False,8,0.06322929999987537
1,0,31100,pusht_aligned,ddim_eps,1,6,0.1579768679879035,0.1779701863472785,0.038820581811419314,False,8,0.038408300000810414
1,0,31100,pusht_aligned,ddim_eps,1,7,0.139526013595404,0.158463660079779,0.0,False,8,0.08044719999998051
1,0,31100,pusht_aligned,consistency_1step,1,0,0.342063930504619,0.372305744957744,0.3599513725535668,False,8,0.06985460000032617
1,0,31100,pusht_aligned,consistency_1step,1,1,0.30020656615319474,0.3084625905672572,0.3084625905672572,False,8,0.11143100000117556
1,0,31100,pusht_aligned,consistency_1step,1,2,0.29011893306569847,0.30850888228444845,0.1609397592378753,False,8,0.062090099998385995
1,0,31100,pusht_aligned,consistency_1step,1,3,0.27559012256025933,0.29405022021650934,0.29405022021650934,False,8,0.0489744000005885
1,0,31100,pusht_aligned,consistency_1step,1,4,0.22960426646850982,0.24476363170288482,0.24476363170288482,False,8,0.04585580000093614
1,0,31100,pusht_aligned,consistency_1step,1,5,0.3611542043660008,0.3769192219441258,0.3769192219441258,False,8,0.055895999999847845
1,0,31100,pusht_aligned,consistency_1step,1,6,0.24521753739545707,0.2626671565360821,0.2626671565360821,False,8,0.044901600000230246
1,0,31100,pusht_aligned,consistency_1step,1,7,0.3509092132528469,0.3738808753622219,0.10069032211513244,False,8,0.04781659999935073
1,0,31100,pusht_aligned,ddim_eps,8,0,0.36468796876560255,0.3724243881991963,0.3724243881991963,False,8,0.04040809999969497
1,0,31100,pusht_aligned,ddim_eps,8,1,0.2322640308890223,0.23889522278355357,0.10780763802770388,False,8,0.04364559999885387
1,0,31100,pusht_aligned,ddim_eps,8,2,0.3556934813013038,0.3616652928247413,0.3616652928247413,False,8,0.04224240000075952
1,0,31100,pusht_aligned,ddim_eps,8,3,0.3279556045366103,0.3413412676225478,0.3413412676225478,False,8,0.04189649999898393
1,0,31100,pusht_aligned,ddim_eps,8,4,0.40524984210778475,0.42067754230309723,0.42067754230309723,False,8,0.04146740000032878
1,0,31100,pusht_aligned,ddim_eps,8,5,0.28807373590254604,0.307028128480671,0.307028128480671,False,8,0.05210649999935413
1,0,31100,pusht_aligned,ddim_eps,8,6,0.3575459749529379,0.3691607415545004,0.15944091317100306,False,8,0.06433710000055726
1,0,31100,pusht_aligned,ddim_eps,8,7,0.3371301990850809,0.3656201190069559,0.3656201190069559,False,8,0.04798140000093554
